ds,y,unique_id
2020-09-01,42519.81585216705,6255933825112
2020-10-01,6722.280879938766,6255933825112
2020-11-01,56666.41094322967,6255933825112
2020-12-01,31348.234149094285,6255933825112
2021-01-01,23354.811660823198,6255933825112
2021-02-01,4151.274550705182,6255933825112
2021-03-01,37079.26245143453,6255933825112
2021-04-01,3680.674167513932,6255933825112
2021-05-01,34664.60217451906,6255933825112
2021-06-01,4884.987016062357,6255933825112
2021-07-01,34967.023699151745,6255933825112
2021-08-01,4969.081034767473,6255933825112
2021-09-01,37971.80657903908,6255933825112
2021-10-01,3510.4654247103404,6255933825112
2021-11-01,38363.5186806848,6255933825112
2021-12-01,3502.9291989028693,6255933825112
2022-01-01,37569.69172290196,6255933825112
2022-02-01,3394.995171162105,6255933825112
2022-03-01,39195.36408740523,6255933825112
2022-04-01,5089.50185582903,6255933825112
2022-05-01,38566.63834801339,6255933825112
2022-06-01,5394.094158544544,6255933825112
2022-07-01,40482.16650635499,6255933825112
2022-08-01,3522.278496653456,6255933825112
2022-09-01,39694.225432295294,6255933825112
2022-10-01,4010.63244911924,6255933825112
2022-11-01,41943.87123007322,6255933825112
2022-12-01,4485.060836687466,6255933825112
2023-01-01,42800.44606825859,6255933825112
2023-02-01,2051.662108987005,6255933825112
2023-03-01,40568.71951648222,6255933825112
2023-04-01,3491.4887849106344,6255933825112
2023-05-01,42281.85175319747,6255933825112
2023-06-01,3816.598842293624,6255933825112
2023-07-01,43632.23043618487,6255933825112
2023-08-01,2193.7168226664994,6255933825112
2023-09-01,42320.925301291376,6255933825112
2020-09-01,162970.1789641946,6642196508836
2020-10-01,163915.88584942897,6642196508836
2020-11-01,181124.6471033106,6642196508836
2020-12-01,165765.77534075637,6642196508836
2021-01-01,168415.54452973275,6642196508836
2021-02-01,147904.18864281097,6642196508836
2021-03-01,166970.2185925044,6642196508836
2021-04-01,167473.74714276093,6642196508836
2021-05-01,161746.51878464577,6642196508836
2021-06-01,180086.19377153646,6642196508836
2021-07-01,160096.80887124245,6642196508836
2021-08-01,170945.2960421724,6642196508836
2021-09-01,154852.02865026993,6642196508836
2021-10-01,162166.4261546375,6642196508836
2021-11-01,161640.9978551526,6642196508836
2021-12-01,175417.76931640544,6642196508836
2022-01-01,154644.5204183823,6642196508836
2022-02-01,156432.6107208852,6642196508836
2022-03-01,161200.47097723823,6642196508836
2022-04-01,152653.64101654195,6642196508836
2022-05-01,158992.6619950571,6642196508836
2022-06-01,174826.15909799203,6642196508836
2022-07-01,154931.9047648664,6642196508836
2022-08-01,162159.6847448657,6642196508836
2022-09-01,164095.14695338905,6642196508836
2022-10-01,157636.1587809689,6642196508836
2022-11-01,150506.08879748595,6642196508836
2022-12-01,158611.88108347825,6642196508836
2023-01-01,156734.01261530817,6642196508836
2023-02-01,142661.60286938792,6642196508836
2023-03-01,154656.7346026455,6642196508836
2023-04-01,153233.604365272,6642196508836
2023-05-01,163650.56240649152,6642196508836
2023-06-01,157358.270066479,6642196508836
2023-07-01,153601.13736742077,6642196508836
2023-08-01,144607.29212365684,6642196508836
2023-09-01,157873.93445348428,6642196508836
2020-09-01,159918.99067248823,5765969383469
2020-10-01,144979.76232229758,5765969383469
2020-11-01,160775.53856454595,5765969383469
2020-12-01,176598.0211477571,5765969383469
2021-01-01,161878.76481060794,5765969383469
2021-02-01,128306.1192588868,5765969383469
2021-03-01,167020.63696881203,5765969383469
2021-04-01,175722.30930309047,5765969383469
2021-05-01,147946.96720318246,5765969383469
2021-06-01,133138.80750132282,5765969383469
2021-07-01,133391.30604551962,5765969383469
2021-08-01,138995.91277724828,5765969383469
2021-09-01,139750.24553686992,5765969383469
2021-10-01,149687.77617173153,5765969383469
2021-11-01,146871.34432623832,5765969383469
2021-12-01,138064.34748601262,5765969383469
2022-01-01,134995.36523542966,5765969383469
2022-02-01,121338.19243879765,5765969383469
2022-03-01,144110.1805832183,5765969383469
2022-04-01,125339.92574694227,5765969383469
2022-05-01,142415.5583770353,5765969383469
2022-06-01,133932.4134475918,5765969383469
2022-07-01,129016.10107366963,5765969383469
2022-08-01,129578.951857383,5765969383469
2022-09-01,139112.032296493,5765969383469
2022-10-01,125729.23432307017,5765969383469
2022-11-01,128809.72700894855,5765969383469
2022-12-01,130392.41193407764,5765969383469
2023-01-01,134136.66603700456,5765969383469
2023-02-01,111141.07443294609,5765969383469
2023-03-01,133085.8982748453,5765969383469
2023-04-01,109551.40669601376,5765969383469
2023-05-01,129221.21456518745,5765969383469
2023-06-01,112280.31376411353,5765969383469
2023-07-01,126234.74620824588,5765969383469
2023-08-01,108065.9604383446,5765969383469
2023-09-01,127850.97329476396,5765969383469
2020-09-01,122436.71233912418,7934137005023
2020-10-01,119974.94119319192,7934137005023
2020-11-01,114152.4152795562,7934137005023
2020-12-01,119217.1359749906,7934137005023
2021-01-01,119654.6796878933,7934137005023
2021-02-01,114056.94254130471,7934137005023
2021-03-01,127890.50565088177,7934137005023
2021-04-01,122805.74541449871,7934137005023
2021-05-01,121055.14912632712,7934137005023
2021-06-01,115551.3894313803,7934137005023
2021-07-01,113478.53020796104,7934137005023
2021-08-01,127722.05352731398,7934137005023
2021-09-01,113883.0875992486,7934137005023
2021-10-01,114545.24417480407,7934137005023
2021-11-01,110247.136444819,7934137005023
2021-12-01,109120.6306191766,7934137005023
2022-01-01,106855.97878450864,7934137005023
2022-02-01,102864.18909648411,7934137005023
2022-03-01,108879.6581796374,7934137005023
2022-04-01,108006.89934117034,7934137005023
2022-05-01,111182.93963783167,7934137005023
2022-06-01,123415.95109213825,7934137005023
2022-07-01,103543.85029998624,7934137005023
2022-08-01,108550.72011787744,7934137005023
2022-09-01,108428.07043008946,7934137005023
2022-10-01,104537.31168207072,7934137005023
2022-11-01,111681.58292144122,7934137005023
2022-12-01,106212.10591768888,7934137005023
2023-01-01,104334.33461345274,7934137005023
2023-02-01,101179.72765337136,7934137005023
2023-03-01,102089.43240196428,7934137005023
2023-04-01,107126.37113618874,7934137005023
2023-05-01,107272.58520769925,7934137005023
2023-06-01,109069.5760277707,7934137005023
2023-07-01,103592.0679970846,7934137005023
2023-08-01,102645.46965733229,7934137005023
2023-09-01,110153.72093026196,7934137005023
2020-09-01,194101.5695556244,3050256778472
2020-10-01,201580.94305406,3050256778472
2020-11-01,220330.9724137363,3050256778472
2020-12-01,210420.47999638703,3050256778472
2021-01-01,318129.21669492463,3050256778472
2021-02-01,178008.38877126586,3050256778472
2021-03-01,445080.20417833887,3050256778472
2021-04-01,251933.08919878188,3050256778472
