unique_id,ds,cutoff,y,AutoARIMA,HoltWinters,SeasonalNaive
30573981826,2022-04-01,2022-03-01,350634.06,230494.89,224654.73,232796.2
30573981826,2022-05-01,2022-03-01,344493.03,230143.31,209761.62,218328.25
30573981826,2022-06-01,2022-03-01,306513.3,229792.27,190994.52,198541.0
30573981826,2022-07-01,2022-03-01,208279.39,229441.75,178439.78,185115.28
30573981826,2022-08-01,2022-03-01,224803.39,229091.77,176092.97,182900.98
30573981826,2022-09-01,2022-03-01,223190.12,228742.33,208509.64,206734.55
30573981826,2022-10-01,2022-03-01,220235.0,228393.42,198799.97,201881.05
30573981826,2022-11-01,2022-03-01,231103.98,228045.03,203854.61,220066.86
30573981826,2022-12-01,2022-03-01,224620.69,227697.19,204655.25,208439.75
30573981826,2023-01-01,2022-03-01,221741.22,227349.88,200278.88,202864.11
30573981826,2023-02-01,2022-03-01,231006.2,227003.1,199284.38,211113.4
30573981826,2023-03-01,2022-03-01,217020.73,226656.83,210476.8,230847.02
30573981826,2022-05-01,2022-04-01,344493.03,348747.8,223827.06,218328.25
30573981826,2022-06-01,2022-04-01,306513.3,346871.72,207447.2,198541.0
30573981826,2022-07-01,2022-04-01,208279.39,345005.72,191289.17,185115.28
30573981826,2022-08-01,2022-04-01,224803.39,343149.78,192036.55,182900.98
30573981826,2022-09-01,2022-04-01,223190.12,341303.78,234255.33,206734.55
30573981826,2022-10-01,2022-04-01,220235.0,339467.75,228752.7,201881.05
30573981826,2022-11-01,2022-04-01,231103.98,337641.56,235558.84,220066.86
30573981826,2022-12-01,2022-04-01,224620.69,335825.22,232349.3,208439.75
30573981826,2023-01-01,2022-04-01,221741.22,334018.66,229849.81,202864.11
30573981826,2023-02-01,2022-04-01,231006.2,332221.78,226132.44,211113.4
30573981826,2023-03-01,2022-04-01,217020.73,330434.6,230182.83,230847.02
30573981826,2023-04-01,2022-04-01,237668.72,328657.03,307168.72,350634.06
30573981826,2022-06-01,2022-05-01,306513.3,342693.72,230775.52,198541.0
30573981826,2022-07-01,2022-05-01,208279.39,340903.78,220783.67,185115.28
30573981826,2022-08-01,2022-05-01,224803.39,339123.2,213002.36,182900.98
30573981826,2022-09-01,2022-05-01,223190.12,337351.94,267974.34,206734.55
30573981826,2022-10-01,2022-05-01,220235.0,335589.9,262273.9,201881.05
30573981826,2022-11-01,2022-05-01,231103.98,333837.06,265274.72,220066.86
30573981826,2022-12-01,2022-05-01,224620.69,332093.4,267528.47,208439.75
30573981826,2023-01-01,2022-05-01,221741.22,330358.84,267209.2,202864.11
30573981826,2023-02-01,2022-05-01,231006.2,328633.34,240827.83,211113.4
30573981826,2023-03-01,2022-05-01,217020.73,326916.84,268442.7,230847.02
30573981826,2023-04-01,2022-05-01,237668.72,325209.3,346134.72,350634.06
30573981826,2023-05-01,2022-05-01,229121.86,323510.72,289612.8,344493.03
30573981826,2022-07-01,2022-06-01,208279.39,304599.5,218405.9,185115.28
30573981826,2022-08-01,2022-06-01,224803.39,302697.62,209804.14,182900.98
30573981826,2022-09-01,2022-06-01,223190.12,300807.62,270634.72,206734.55
30573981826,2022-10-01,2022-06-01,220235.0,298929.44,262731.38,201881.05
30573981826,2022-11-01,2022-06-01,231103.98,297062.97,272497.12,220066.86
30573981826,2022-12-01,2022-06-01,224620.69,295208.12,269121.2,208439.75
30573981826,2023-01-01,2022-06-01,221741.22,293364.9,276148.72,202864.11
30573981826,2023-02-01,2022-06-01,231006.2,291533.2,250615.95,211113.4
