unique_id,ds,cutoff,y,AutoARIMA,HoltWinters,SeasonalNaive
30573981826,2022-04-01,2022-03-01,350634.06,230494.89,224654.73,232796.2
30573981826,2022-05-01,2022-04-01,344493.03,348747.8,223827.06,218328.25
30573981826,2022-06-01,2022-05-01,306513.3,342693.72,230775.52,198541.0
30573981826,2022-07-01,2022-06-01,208279.39,304599.5,218405.9,185115.28
30573981826,2022-08-01,2022-07-01,224803.39,205585.92,219524.19,182900.98
30573981826,2022-09-01,2022-08-01,223190.12,222139.02,272695.72,206734.55
30573981826,2022-10-01,2022-09-01,220235.0,218336.61,259507.0,201881.05
30573981826,2022-11-01,2022-10-01,231103.98,238420.81,256543.08,220066.86
30573981826,2022-12-01,2022-11-01,224620.69,215595.1,253766.36,208439.75
30573981826,2023-01-01,2022-12-01,221741.22,213371.36,243864.48,202864.11
30573981826,2023-02-01,2023-01-01,231006.2,223395.6,229677.33,211113.4
30573981826,2023-03-01,2023-02-01,217020.73,243814.25,257950.9,230847.02
30573981826,2023-04-01,2023-03-01,237668.72,341720.47,318754.28,350634.06
30573981826,2023-05-01,2023-04-01,229121.86,269729.78,260963.47,344493.03
30573981826,2023-06-01,2023-05-01,243059.88,227153.97,263735.47,306513.3
30573981826,2023-07-01,2023-06-01,221264.78,182349.55,207880.55,208279.39
30573981826,2023-08-01,2023-07-01,234563.31,240956.98,217358.95,224803.39
30573981826,2023-09-01,2023-08-01,264505.06,232678.6,237970.05,223190.12
33244945363,2022-04-01,2022-03-01,237883.62,224900.67,224924.42,224161.03
33244945363,2022-05-01,2022-04-01,228068.1,237515.06,241099.66,240705.27
33244945363,2022-06-01,2022-05-01,229059.75,227705.11,225721.77,224837.78
33244945363,2022-07-01,2022-06-01,222299.14,228714.08,231932.88,231906.95
33244945363,2022-08-01,2022-07-01,228323.17,221963.67,239417.38,240718.03
33244945363,2022-09-01,2022-08-01,233846.95,227998.95,209624.17,212532.73
33244945363,2022-10-01,2022-09-01,214358.83,205892.31,204834.81,205892.31
33244945363,2022-11-01,2022-10-01,208816.77,207874.16,208765.48,207874.16
33244945363,2022-12-01,2022-11-01,185874.1,211480.8,215868.4,211480.8
33244945363,2023-01-01,2022-12-01,186128.42,208438.4,218374.48,208438.4
33244945363,2023-02-01,2023-01-01,177281.77,210486.17,207094.83,210486.17
33244945363,2023-03-01,2023-02-01,183501.02,225270.2,222149.12,225270.2
33244945363,2023-04-01,2023-03-01,193708.34,214211.83,220634.31,237883.62
33244945363,2023-05-01,2023-04-01,207367.25,183892.81,220912.33,228068.1
33244945363,2023-06-01,2023-05-01,212256.92,208358.92,212698.58,229059.75
33244945363,2023-07-01,2023-06-01,208638.56,205496.31,213118.22,222299.14
33244945363,2023-08-01,2023-07-01,202902.11,214662.6,219774.31,228323.17
33244945363,2023-09-01,2023-08-01,219702.3,208425.89,191286.28,233846.95
44468800277,2022-04-01,2022-03-01,224679.97,245219.52,225968.38,210647.25
44468800277,2022-05-01,2022-04-01,230957.77,223817.55,221273.7,204573.73
44468800277,2022-06-01,2022-05-01,210458.83,230132.58,217247.92,200796.33
44468800277,2022-07-01,2022-06-01,198167.64,209639.48,225319.64,209011.31
44468800277,2022-08-01,2022-07-01,198545.78,197380.6,261090.9,243820.2
44468800277,2022-09-01,2022-08-01,205829.97,197792.2,246693.72,238500.14
44468800277,2022-10-01,2022-09-01,233174.39,210981.19,243707.28,243651.36
44468800277,2022-11-01,2022-10-01,196668.05,210938.44,216944.31,221415.42
44468800277,2022-12-01,2022-11-01,183006.44,170239.16,183677.77,194986.53
44468800277,2023-01-01,2022-12-01,194646.53,186883.27,192438.39,198863.34
44468800277,2023-02-01,2023-01-01,200122.02,199752.55,188705.69,203969.36
44468800277,2023-03-01,2023-02-01,200290.6,242232.06,213924.38,246079.42
