unique_id,ds,cutoff,y,AutoARIMA,HoltWinters,SeasonalNaive
30573981826,2022-04-01,2022-03-01,350634.06,230494.89,224654.73,232796.2
30573981826,2022-05-01,2022-03-01,344493.03,230143.31,209761.62,218328.25
30573981826,2022-06-01,2022-03-01,306513.3,229792.27,190994.52,198541.0
30573981826,2022-05-01,2022-04-01,344493.03,348747.8,223827.06,218328.25
30573981826,2022-06-01,2022-04-01,306513.3,346871.72,207447.2,198541.0
30573981826,2022-07-01,2022-04-01,208279.39,345005.72,191289.17,185115.28
30573981826,2022-06-01,2022-05-01,306513.3,342693.72,230775.52,198541.0
30573981826,2022-07-01,2022-05-01,208279.39,340903.78,220783.67,185115.28
30573981826,2022-08-01,2022-05-01,224803.39,339123.2,213002.36,182900.98
30573981826,2022-07-01,2022-06-01,208279.39,304599.5,218405.9,185115.28
30573981826,2022-08-01,2022-06-01,224803.39,302697.62,209804.14,182900.98
30573981826,2022-09-01,2022-06-01,223190.12,300807.62,270634.72,206734.55
30573981826,2022-08-01,2022-07-01,224803.39,205585.92,219524.19,182900.98
30573981826,2022-09-01,2022-07-01,223190.12,202927.28,270807.8,206734.55
30573981826,2022-10-01,2022-07-01,220235.0,200303.02,259051.4,201881.05
30573981826,2022-09-01,2022-08-01,223190.12,222139.02,272695.72,206734.55
30573981826,2022-10-01,2022-08-01,220235.0,219506.22,265502.28,201881.05
30573981826,2022-11-01,2022-08-01,231103.98,216904.62,285295.2,220066.86
30573981826,2022-10-01,2022-09-01,220235.0,218336.61,259507.0,201881.05
30573981826,2022-11-01,2022-09-01,231103.98,236522.44,265898.66,220066.86
30573981826,2022-12-01,2022-09-01,224620.69,224895.31,261071.61,208439.75
30573981826,2022-11-01,2022-10-01,231103.98,238420.81,256543.08,220066.86
30573981826,2022-12-01,2022-10-01,224620.69,226793.7,259905.42,208439.75
30573981826,2023-01-01,2022-10-01,221741.22,221218.08,251734.23,202864.11
30573981826,2022-12-01,2022-11-01,224620.69,215595.1,253766.36,208439.75
30573981826,2023-01-01,2022-11-01,221741.22,207502.92,250051.58,202864.11
30573981826,2023-02-01,2022-11-01,231006.2,214120.75,240740.66,211113.4
30573981826,2023-01-01,2022-12-01,221741.22,213371.36,243864.48,202864.11
30573981826,2023-02-01,2022-12-01,231006.2,217936.39,223185.52,211113.4
30573981826,2023-03-01,2022-12-01,217020.73,235277.58,253653.95,230847.02
30573981826,2023-02-01,2023-01-01,231006.2,223395.6,229677.33,211113.4
30573981826,2023-03-01,2023-01-01,217020.73,238838.27,254497.95,230847.02
30573981826,2023-04-01,2023-01-01,237668.72,355833.47,326272.38,350634.06
30573981826,2023-03-01,2023-02-01,217020.73,243814.25,257950.9,230847.02
30573981826,2023-04-01,2023-02-01,237668.72,359086.84,334208.62,350634.06
30573981826,2023-05-01,2023-02-01,229121.86,350003.03,279362.72,344493.03
30573981826,2023-04-01,2023-03-01,237668.72,341720.47,318754.28,350634.06
30573981826,2023-05-01,2023-03-01,229121.86,338746.56,283617.47,344493.03
30573981826,2023-06-01,2023-03-01,243059.88,302808.66,276094.88,306513.3
30573981826,2023-05-01,2023-04-01,229121.86,269729.78,260963.47,344493.03
30573981826,2023-06-01,2023-04-01,243059.88,257033.12,271537.0,306513.3
30573981826,2023-07-01,2023-04-01,221264.78,175532.17,212449.36,208279.39
30573981826,2023-06-01,2023-05-01,243059.88,227153.97,263735.47,306513.3
30573981826,2023-07-01,2023-05-01,221264.78,153691.2,208185.69,208279.39
